outageId,outageGisId,outageRegionId,outageMunicipality,outageArea,outageCause,numCustomersOut,crewEta,dateServiceOut,dateServiceRestored,estDateServiceRestored,crewEtr,outageLastUpdated,outageRegionName,outageLatitude,outageLongitude,nearestSubstationId,outageToSubstationDistance,substationName,substationCity,typeOfSubstation,statusOfSubstation,substationLatitude,substationLongitude
2533080,2507031.0,1602964060,Fort St. John,North of RED CREEK RD,Under investigation,69,,2025-01-03 12:58:47+00:00,2025-01-03 13:47:15+00:00,,,2025-01-03 13:29:24+00:00,Northern,56.463671,-121.16741,200261,18.252443971750797,TAP200261,NOT AVAILABLE,TAP,IN SERVICE,56.3,-121.19
2533098,2507049.0,1602964060,Fort St. John,"West of 273 RD, South of TAMARACK RD",Under investigation,350,,2025-01-03 13:00:00+00:00,2025-01-03 13:35:32+00:00,,,2025-01-03 13:12:29+00:00,Northern,56.26699,-121.017743,200261,11.247896481004101,TAP200261,NOT AVAILABLE,TAP,IN SERVICE,56.3,-121.19
2533081,2507032.0,1602964060,Fort St. John,"North of HWY 29 , South of RD 256 , West of 275 P RD",Under investigation,364,,2025-01-03 13:00:00+00:00,2025-01-03 13:47:15+00:00,,,2025-01-03 13:27:21+00:00,Northern,56.368467,-121.120024,200261,8.75017915464903,TAP200261,NOT AVAILABLE,TAP,IN SERVICE,56.3,-121.19
2533107,2507058.0,725364552,Kamloops,"3000 - 4000 block AIRPORT RD, 3000 block AIRPORT DR",Under investigation,10,2025-01-03 16:25:00+00:00,2025-01-03 15:34:00+00:00,2025-01-03 17:08:52+00:00,,,2025-01-03 16:24:34+00:00,Thompson/Shuswap,50.706091,-120.44667,200294,3.742464894090386,KAMWOOD,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.69,-120.4
2533109,2507060.0,1602896846,Port Alberni,"5700 - 5900 block ALBERT ST, 2800 - 3100 block MOZART RD",Wire down,14,2025-01-03 16:05:00+00:00,2025-01-03 15:44:00+00:00,2025-01-03 18:48:04+00:00,2025-01-03 18:30:00+00:00,2025-01-03 18:30:00+00:00,2025-01-03 16:17:50+00:00,North VI,49.273483,-124.770277,200038,3.8893981394252246,PORT ALBERNI,PORT ALBERNI,SUBSTATION,IN SERVICE,49.25,-124.81
2533114,2507065.0,1602964060,Terrace,"3800 block WALKER ST, 3400 block PARMENTER AVE",Planned work being done on our equipment,11,2025-01-03 16:35:00+00:00,2025-01-03 16:32:03+00:00,2025-01-03 19:07:33+00:00,2025-01-03 23:00:00+00:00,2025-01-03 23:00:00+00:00,2025-01-03 16:34:09+00:00,Northern,54.528109,-128.513693,200230,3.603756406976315,TERRACE,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.51,-128.56
2533117,2507068.0,521980323,Surrey,"West of 129TH ST, North of 92A AVE, South of CINNAMON DR, East of 128TH ST",Under investigation,17,,2025-01-03 16:55:00+00:00,2025-01-03 18:34:23+00:00,,,2025-01-03 17:01:56+00:00,Lower Mainland,49.171663,-122.866613,200001,1.3200402413106738,INGLEDOW,SURREY,SUBSTATION,IN SERVICE,49.16,-122.87
2533121,2507072.0,1812901382,Saanich,"North of LUCAS AVE, South of VALEWOOD TRL, West of BORDEN ST, East of QUADRA ST",Planned work being done on our equipment,244,2025-01-03 17:15:00+00:00,2025-01-03 17:12:50+00:00,2025-01-03 19:47:08+00:00,2025-01-03 21:30:00+00:00,2025-01-03 21:30:00+00:00,2025-01-03 17:15:01+00:00,South VI,48.482996,-123.371786,200069,1.6861457554185717,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2533123,2507074.0,521980323,Vancouver,"South of TODERICK ST, West of HURST PL, East of CHAMPLAIN CRS, North of BLAKE ST",Planned work being done on our equipment,279,2025-01-03 17:25:00+00:00,2025-01-03 17:15:23+00:00,2025-01-03 23:10:17+00:00,2025-01-04 01:00:00+00:00,2025-01-04 01:00:00+00:00,2025-01-03 19:04:24+00:00,Lower Mainland,49.219302,-123.030553,200004,3.737579995172901,KNIGHT STREET,VANCOUVER,SUBSTATION,IN SERVICE,49.21,-123.08
2533128,2507079.0,1812901382,Saanich,"South of FELTHAM RD, West of LARCHWOOD DR, East of SHELBOURNE ST, North of OAKWOOD ST",Planned work being done on our equipment,165,2025-01-03 21:25:00+00:00,2025-01-03 17:39:43+00:00,2025-01-04 02:09:17+00:00,2025-01-04 02:00:00+00:00,2025-01-04 02:00:00+00:00,2025-01-03 22:56:37+00:00,South VI,48.473822,-123.328731,200069,2.3440242736488406,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2533132,2507083.0,725364552,Merritt,East of SAVONA RD,Under investigation,1598,,2025-01-03 17:45:00+00:00,2025-01-03 19:07:33+00:00,,,2025-01-03 18:06:31+00:00,Thompson/Shuswap,50.495061,-120.635652,200278,15.550864621420377,HIGHLAND,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.41,-120.81
2533134,2507085.0,521980323,Richmond,4700 block STEVESTON HWY,Wire dug up,14,2025-01-03 21:35:00+00:00,2025-01-03 17:51:00+00:00,2025-01-04 02:52:14+00:00,2025-01-04 04:30:00+00:00,2025-01-04 04:30:00+00:00,2025-01-03 23:31:44+00:00,Lower Mainland,49.133911,-123.170734,201835,0.8022614549905122,UNKNOWN201835,RICHMOND,SUBSTATION,IN SERVICE,49.13,-123.18
2533133,2507084.0,1812901382,Oak Bay,"North of ESPLANADE , South-West of THORPE PL, East of BEACH DR",Animal contacting our wires,10,,2025-01-03 17:52:02+00:00,2025-01-03 22:28:32+00:00,2025-01-03 22:30:00+00:00,2025-01-03 22:30:00+00:00,2025-01-03 21:49:24+00:00,South VI,48.436915,-123.302138,200068,5.017877911405905,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2533135,2507086.0,1812901382,Sooke,"West of DIXON RD, East of CALVERT RD, North of SOOKE RIVER RD, South of MEOTA DR",Tree down across our wires,29,2025-01-04 03:40:00+00:00,2025-01-03 17:54:00+00:00,2025-01-04 04:30:06+00:00,2025-01-04 04:15:00+00:00,2025-01-04 04:15:00+00:00,2025-01-04 03:37:50+00:00,South VI,48.396416,-123.697181,202385,0.743169093039709,SOOKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.39,-123.7
2533136,2507087.0,1602964060,Terrace,"North-South-East of KALUM LAKE RD, West of GIBBS ST",Planned work being done on our equipment,3,2025-01-03 18:05:00+00:00,2025-01-03 18:01:03+00:00,2025-01-03 23:33:01+00:00,2025-01-04 00:00:00+00:00,2025-01-04 00:00:00+00:00,2025-01-03 23:05:11+00:00,Northern,54.535491,-128.63159,200231,1.8778685299336297,KALUM,TERRACE,SUBSTATION,IN SERVICE,54.52,-128.62
2533145,2507096.0,848340027,Prince George,"South of DEZELL DR, West of PATTERSON ST, North of 2ND AVE, East of QUINN ST",Planned work being done on our equipment,55,2025-01-03 18:30:00+00:00,2025-01-03 18:28:05+00:00,2025-01-03 20:11:04+00:00,2025-01-03 23:00:00+00:00,2025-01-03 23:00:00+00:00,2025-01-03 19:02:54+00:00,Central Interior,53.926481,-122.790977,200204,2.2159317901599374,FOOTHILLS,NOT AVAILABLE,SUBSTATION,IN SERVICE,53.91,-122.81
2533151,2507102.0,521980323,Port Coquitlam,2000 block PIPELINE RD,Under investigation,1,2025-01-03 20:00:00+00:00,2025-01-03 18:38:00+00:00,2025-01-03 19:47:08+00:00,,,2025-01-03 18:56:39+00:00,Lower Mainland,49.355908,-122.779105,200007,5.574056798948395,MERIDIAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.31,-122.81
2533156,2507107.0,521980323,Abbotsford,2000 block GLADWIN RD,Planned work being done on our equipment,9,2025-01-03 19:00:00+00:00,2025-01-03 18:59:26+00:00,2025-01-03 19:47:08+00:00,2025-01-03 19:30:00+00:00,2025-01-03 19:30:00+00:00,2025-01-03 19:18:01+00:00,Lower Mainland,49.039831,-122.314641,200150,2.8730555951535215,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
2533160,2507111.0,1602896846,Qualicum Beach,"North of HOY LAKE RD, East of RIVERBEND RD, South-West of ISLAND HWY",Under investigation,19,2025-01-03 20:10:00+00:00,2025-01-03 19:13:00+00:00,2025-01-03 21:08:51+00:00,2025-01-03 21:00:00+00:00,2025-01-03 21:00:00+00:00,2025-01-03 20:10:30+00:00,North VI,49.358934,-124.482558,202371,4.456073788056932,QUALICUM,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.33,-124.44
2533163,2507114.0,848340027,100 Mile House,"7200 - 8000 block S CANIM LK RD, 8050 S CANIM LAKE RD,, RED CREEK RD P36, MAHOOD LK SUB P14N, 8900 block SOUTH MAHOOD LK, 9000 block S MAHOOD LAKE, S CANIM LAKE RD P60, 3400 - 9000 block MAHOOD LK RD, 3400 - 3500 block RED CREEK RD, 91M S OF 3620 HIGGINS RD,...",Tree down across our wires,328,,2025-01-03 19:24:42+00:00,2025-01-03 21:32:47+00:00,2025-01-03 21:45:00+00:00,2025-01-03 21:45:00+00:00,2025-01-03 21:10:59+00:00,Central Interior,51.834551,-120.715888,200187,44.03263404601223,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533182,2507133.0,521980323,Surrey,2100 block 174 ST,Under investigation,1,2025-01-03 21:30:00+00:00,2025-01-03 20:38:08+00:00,2025-01-03 22:09:11+00:00,,,2025-01-03 21:31:03+00:00,Lower Mainland,49.040673,-122.740501,200011,3.798563470735484,WHITE ROCK,WHITE ROCK,SUBSTATION,IN SERVICE,49.03,-122.79
2533190,2507141.0,1602964060,Fort St. John,"South of 240th RD, North of CLAYHURST RD",Planned work being done on our equipment,4,2025-01-03 21:10:00+00:00,2025-01-03 21:07:03+00:00,2025-01-03 22:09:11+00:00,2025-01-03 22:00:00+00:00,2025-01-03 22:00:00+00:00,2025-01-03 21:08:15+00:00,Northern,56.210212,-120.058404,200265,15.28565936224633,TEXACO,NOT AVAILABLE,SUBSTATION,IN SERVICE,56.34,-120.14
2533196,2507147.0,521980323,Vancouver,1100 block KINGSWAY,Bird contacting our wires,1,2025-01-03 22:40:00+00:00,2025-01-03 21:40:00+00:00,2025-01-04 00:49:35+00:00,2025-01-04 00:35:00+00:00,2025-01-04 00:35:00+00:00,2025-01-03 23:35:52+00:00,Lower Mainland,49.252375,-123.081423,200098,2.4901302448444174,MAINWARING,VANCOUVER,SUBSTATION,IN SERVICE,49.23,-123.08
2533203,2507154.0,521980323,Surrey,17300 block 61A AVE,Under investigation,1,2025-01-03 23:35:00+00:00,2025-01-03 22:18:00+00:00,2025-01-04 02:09:17+00:00,2025-01-04 00:55:00+00:00,2025-01-04 00:55:00+00:00,2025-01-03 23:55:10+00:00,Lower Mainland,49.115302,-122.741397,200010,2.8492968797790827,CLOVERDALE,SURREY,SUBSTATION,IN SERVICE,49.1,-122.71
2533204,2507155.0,521980323,Vancouver,"North of BEAMISH CRT, West of BOUNDARY RD, East of CHAMPLAIN CRS, South of HURST PL",Planned work being done on our equipment,442,,2025-01-03 22:30:16+00:00,2025-01-03 23:10:17+00:00,2025-01-03 23:00:00+00:00,2025-01-03 23:00:00+00:00,2025-01-03 22:32:21+00:00,Lower Mainland,49.217375,-123.026303,200003,3.9062896931314315,CAMBIE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.19,-123.06
2533207,2507158.0,1602964060,Prince Rupert,800 block SUMMIT AVE,Under investigation,1,,2025-01-03 22:46:00+00:00,2025-01-04 00:49:35+00:00,,,2025-01-03 23:05:11+00:00,Northern,54.30738,-130.325481,200237,1.0457025361700747,OLDFIELD,PRINCE RUPERT,SUBSTATION,IN SERVICE,54.31,-130.31
2533209,2507160.0,521980323,Richmond,9200 block NO 5 RD,Under investigation,1,2025-01-04 01:20:00+00:00,2025-01-03 22:52:00+00:00,2025-01-04 05:36:29+00:00,,,2025-01-04 02:03:11+00:00,Lower Mainland,49.146294,-123.091405,200084,3.1939198353559908,RICHMOND,RICHMOND,SUBSTATION,IN SERVICE,49.16,-123.13
2533224,2507175.0,1602964060,Daajing Giids,500 block COPPER BAY RD,Transformer burn out,6,2025-01-04 01:40:00+00:00,2025-01-04 00:42:00+00:00,2025-01-04 05:09:29+00:00,2025-01-04 05:30:00+00:00,2025-01-04 05:30:00+00:00,2025-01-04 03:27:01+00:00,Northern,53.229005,-131.799954,200238,147.4362573369394,RIDLEY COAL,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.23,-130.33
2533226,2507177.0,521980323,Surrey,7400 block 194 ST,Under investigation,1,2025-01-04 02:10:00+00:00,2025-01-04 00:51:00+00:00,2025-01-04 03:13:31+00:00,2025-01-04 03:00:00+00:00,2025-01-04 03:00:00+00:00,2025-01-04 02:31:38+00:00,Lower Mainland,49.139052,-122.685405,200008,4.360163459596589,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2533260,2507211.0,725364552,Revelstoke,200 block E TRACK ST,Under investigation,1,2025-01-04 03:05:00+00:00,2025-01-04 01:21:00+00:00,2025-01-04 03:47:07+00:00,,,2025-01-04 02:06:01+00:00,Thompson/Shuswap,50.996546,-118.184899,200307,1.2832795102486452,ILLECILLEWAET,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.99,-118.2
2533264,2507213.0,1602964060,Fort St. John,"East of RD 259 , South of RD 256",Equipment failure,34,2025-01-04 03:20:00+00:00,2025-01-04 01:35:09+00:00,2025-01-04 05:09:29+00:00,2025-01-04 05:00:00+00:00,2025-01-04 05:00:00+00:00,2025-01-04 04:35:57+00:00,Northern,56.425339,-120.724291,200263,22.50790034046092,FORT ST. JOHN,NOT AVAILABLE,SUBSTATION,IN SERVICE,56.23,-120.82
2533268,2507218.0,521980323,Mission,8500 block MCDONALD RD,Equipment failure,1,2025-01-04 07:55:00+00:00,2025-01-04 02:48:00+00:00,2025-01-04 11:21:16+00:00,2025-01-04 11:00:00+00:00,2025-01-04 11:00:00+00:00,2025-01-04 10:44:22+00:00,Lower Mainland,49.156987,-122.104146,200168,8.614765320670184,ATCHELITZ,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.11,-122.01
2533270,2507219.0,521980323,Chilliwack,45900 block WELLINGTON AVE,Under investigation,1,2025-01-04 03:40:00+00:00,2025-01-04 02:52:17+00:00,2025-01-04 07:32:40+00:00,2025-01-04 08:15:00+00:00,2025-01-04 08:15:00+00:00,2025-01-04 06:59:03+00:00,Lower Mainland,49.17151,-121.952764,202029,0.2618585268524858,UNKNOWN202029,CHILLIWACK,SUBSTATION,IN SERVICE,49.17,-121.95
2533273,2507222.0,848340027,Prince George,9000 block HILLTOP DR,Under investigation,1,2025-01-04 05:00:00+00:00,2025-01-04 03:37:00+00:00,2025-01-04 05:09:29+00:00,,,2025-01-04 04:09:44+00:00,Central Interior,53.834087,-122.814946,200202,1.1865776326718864,BEAVERLEY,NOT AVAILABLE,SUBSTATION,IN SERVICE,53.84,-122.83
2533277,2507223.0,521980323,"Langley, Surrey","North of 0 AVE, West of 200TH ST, East of 190TH ST, South of 8TH AVE",Tree down across our wires,68,2025-01-04 09:40:00+00:00,2025-01-04 05:35:00+00:00,2025-01-04 10:29:45+00:00,2025-01-04 10:05:00+00:00,2025-01-04 10:05:00+00:00,2025-01-04 09:39:58+00:00,Lower Mainland,49.007243,-122.686758,200011,7.942609447815747,WHITE ROCK,WHITE ROCK,SUBSTATION,IN SERVICE,49.03,-122.79
2533284,2507232.0,1602964060,Fort St. John,13900 block ROSE PRAIRIE RD,Under investigation,2,2025-01-04 08:25:00+00:00,2025-01-04 07:00:00+00:00,2025-01-04 09:25:03+00:00,2025-01-04 09:30:00+00:00,2025-01-04 09:30:00+00:00,2025-01-04 08:23:40+00:00,Northern,56.340134,-120.812828,200263,12.254339530108501,FORT ST. JOHN,NOT AVAILABLE,SUBSTATION,IN SERVICE,56.23,-120.82
2533285,2507233.0,2072041405,Nakusp,"MT SCAIA RADIO SITE, BENCH CREEK  HWY 6",Tree down across our wires,2,2025-01-04 17:15:00+00:00,2025-01-04 07:23:32+00:00,2025-01-04 20:25:37+00:00,2025-01-04 22:00:00+00:00,2025-01-04 22:00:00+00:00,2025-01-04 19:13:50+00:00,Okanagan/Kootenay,49.90809,-118.316474,200310,11.99328245023852,MONASHEE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.92,-118.15
2533281,2507229.0,521980323,Surrey,14900 block 107A AVE,Under investigation,1,2025-01-04 10:35:00+00:00,2025-01-04 07:32:00+00:00,2025-01-04 11:32:42+00:00,2025-01-04 11:30:00+00:00,2025-01-04 11:30:00+00:00,2025-01-04 10:34:35+00:00,Lower Mainland,49.197961,-122.806921,200002,2.561535947303265,WHALLEY,SURREY,SUBSTATION,IN SERVICE,49.19,-122.84
2533288,2507236.0,521980323,Richmond,"North of HWY 91 , East of NO 6 RD, West of BOUNDARY RD, South of MARINE WAY",Motor vehicle accident,1913,2025-01-04 15:20:00+00:00,2025-01-04 10:42:51+00:00,2025-01-04 22:35:35+00:00,2025-01-04 23:00:00+00:00,2025-01-04 23:00:00+00:00,2025-01-04 18:26:48+00:00,Lower Mainland,49.184803,-123.006816,200103,2.737317378035324,CROWN PAPER,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.19,-122.97
2533289,2507237.0,521980323,Richmond,"West of HWY 91 , East of NO 6 RD, South of RIVER RD, North of BLUNDELL RD",Motor vehicle accident,536,2025-01-04 11:55:00+00:00,2025-01-04 11:51:00+00:00,2025-01-04 22:35:35+00:00,2025-01-04 23:00:00+00:00,2025-01-04 23:00:00+00:00,2025-01-04 18:23:27+00:00,Lower Mainland,49.172601,-122.992679,200101,1.8839407032240991,LAFARGE NO. 1,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.16,-123.01
2533291,2507239.0,521980323,Delta,"East of 72ND ST, South of LADNER TRUNK RD, West of 96TH ST",Under investigation,34,2025-01-04 16:15:00+00:00,2025-01-04 15:36:00+00:00,2025-01-04 17:08:10+00:00,2025-01-04 17:45:00+00:00,2025-01-04 17:45:00+00:00,2025-01-04 16:13:52+00:00,Lower Mainland,49.074464,-122.98397,200081,3.719115152817182,BOUNDARY BAY E,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.06,-123.03
2533295,2507243.0,521980323,Langley,27200 block 28A AVE,Equipment failure,5,2025-01-04 21:45:00+00:00,2025-01-04 16:16:00+00:00,2025-01-04 22:35:35+00:00,2025-01-04 22:05:00+00:00,2025-01-04 22:05:00+00:00,2025-01-04 21:46:30+00:00,Lower Mainland,49.054311,-122.468673,202422,5.99165787591562,UNKNOWN202422,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.39
2533298,2507246.0,1812901382,Saanich,700 block ROGERS AVE,Planned work being done on our equipment,1,2025-01-04 16:25:00+00:00,2025-01-04 16:23:55+00:00,2025-01-04 17:32:51+00:00,2025-01-04 19:00:00+00:00,2025-01-04 19:00:00+00:00,2025-01-04 16:26:00+00:00,South VI,48.47506,-123.38095,200069,1.6437278487078228,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2533301,2507249.0,521980323,Richmond,6500 block NO 6 RD,Under investigation,1,2025-01-04 17:25:00+00:00,2025-01-04 16:27:00+00:00,2025-01-04 19:07:22+00:00,2025-01-04 19:25:00+00:00,2025-01-04 19:25:00+00:00,2025-01-04 17:26:18+00:00,Lower Mainland,49.164473,-123.068672,200003,2.907627404775247,CAMBIE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.19,-123.06
2533302,2507250.0,725364552,Kamloops,"300 block CHILCOTIN RD, 100 block KOOTENAY WAY",Planned work being done on our equipment,2,2025-01-04 17:05:00+00:00,2025-01-04 17:02:06+00:00,2025-01-04 23:24:14+00:00,2025-01-05 00:00:00+00:00,2025-01-05 00:00:00+00:00,2025-01-04 23:04:52+00:00,Thompson/Shuswap,50.691501,-120.334889,200284,2.9649820847026187,DOUGLAS STREET,KAMLOOPS,SUBSTATION,IN SERVICE,50.67,-120.31
2533304,2507252.0,521980323,Abbotsford,"North of MT WADDINGTON AVE, East of CLEARBROOK RD, West of TRETHEWEY ST, South of MOUAT DR",Motor vehicle accident,680,2025-01-04 20:00:00+00:00,2025-01-04 17:23:36+00:00,2025-01-05 03:34:41+00:00,2025-01-05 06:00:00+00:00,2025-01-05 06:00:00+00:00,2025-01-05 02:29:02+00:00,Lower Mainland,49.055185,-122.332067,200149,2.858732412790002,CLAYBURN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.07,-122.3
2533311,2507259.0,1602896846,Courtenay,"North of STEPHEN RD, East of HEADQUARTERS RD, South of BRIDGES RD, West of RENNISON RD",Work being done on our equipment,43,,2025-01-04 17:50:47+00:00,2025-01-04 20:47:09+00:00,,,2025-01-04 20:03:24+00:00,North VI,49.724971,-125.012627,200036,3.4875658631541486,COMOX,COURTENAY,SUBSTATION,IN SERVICE,49.71,-124.97
2533318,2507266.0,521980323,Powell River,7000 block TAHSIS ST,Under investigation,1,2025-01-04 19:45:00+00:00,2025-01-04 18:41:00+00:00,2025-01-04 20:25:37+00:00,2025-01-04 20:45:00+00:00,2025-01-04 20:45:00+00:00,2025-01-04 19:45:04+00:00,Lower Mainland,49.806333,-124.517304,200152,0.6640597466282858,GRIEF POINT,POWELL RIVER,SUBSTATION,IN SERVICE,49.81,-124.51
2533316,2507264.0,1812901382,Sooke,2200 block PHILLIPS RD,No Known Message,3,2025-01-04 20:25:00+00:00,2025-01-04 18:41:00+00:00,2025-01-04 21:32:58+00:00,2025-01-04 22:25:00+00:00,2025-01-04 22:25:00+00:00,2025-01-04 20:21:50+00:00,South VI,48.388958,-123.71114,202385,0.8307031270862536,SOOKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.39,-123.7
2533319,2507267.0,1812901382,Saanich,4100 block WILKINSON RD,Planned work being done on our equipment,4,2025-01-04 18:50:00+00:00,2025-01-04 18:46:51+00:00,2025-01-04 19:32:49+00:00,2025-01-04 20:00:00+00:00,2025-01-04 20:00:00+00:00,2025-01-04 18:47:54+00:00,South VI,48.478772,-123.411382,200061,1.4007799212925856,GOWARD,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.49,-123.42
2533323,2507271.0,521980323,Chilliwack,48900 block YALE RD,Under investigation,1,,2025-01-04 19:02:00+00:00,2025-01-04 19:32:49+00:00,,,2025-01-04 19:12:24+00:00,Lower Mainland,49.176763,-121.869855,202029,5.874564795226645,UNKNOWN202029,CHILLIWACK,SUBSTATION,IN SERVICE,49.17,-121.95
2533325,2507273.0,1602896846,Campbell River,3100 - 3200 block S ISLAND HWY,Equipment failure,6,2025-01-04 19:40:00+00:00,2025-01-04 19:18:00+00:00,2025-01-04 23:08:56+00:00,,,2025-01-04 20:27:04+00:00,North VI,49.957377,-125.207015,200032,7.083225388607107,OYSTER RIVER,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.9,-125.25
2533330,2507278.0,521980323,Vancouver,1700 block W 58TH AVE,Under investigation,1,2025-01-04 20:25:00+00:00,2025-01-04 19:35:00+00:00,2025-01-04 21:32:58+00:00,2025-01-04 21:45:00+00:00,2025-01-04 21:45:00+00:00,2025-01-04 20:35:32+00:00,Lower Mainland,49.21886,-123.146299,200089,1.5888348862190176,GEORGE DICKIE,VANCOUVER,SUBSTATION,IN SERVICE,49.23,-123.16
2533338,2507286.0,848340027,100 Mile House,MULLIGAN DR P17N,Under investigation,1,2025-01-04 21:15:00+00:00,2025-01-04 19:58:00+00:00,2025-01-04 22:27:19+00:00,2025-01-04 22:00:00+00:00,2025-01-04 22:00:00+00:00,2025-01-04 21:15:26+00:00,Central Interior,51.581555,-121.130465,200187,14.049513913811612,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533342,2507290.0,1812901382,Saanich,700 block VANALMAN AVE,Planned work being done on our equipment,3,2025-01-04 20:55:00+00:00,2025-01-04 20:51:13+00:00,2025-01-04 22:27:19+00:00,2025-01-04 22:00:00+00:00,2025-01-04 22:00:00+00:00,2025-01-04 20:53:18+00:00,South VI,48.482126,-123.393475,200061,2.142012049396665,GOWARD,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.49,-123.42
2533350,2507301.0,521980323,Chilliwack,"North of WELLINGTON AVE, West of YOUNG RD, East of MILL ST, South of VICTORIA AVE",Under investigation,4,,2025-01-04 22:02:00+00:00,2025-01-04 22:27:19+00:00,,,2025-01-04 22:02:52+00:00,Lower Mainland,49.171775,-121.952992,202029,0.29371640201567456,UNKNOWN202029,CHILLIWACK,SUBSTATION,IN SERVICE,49.17,-121.95
2533352,2507303.0,1812901382,Saanich,4100 block GLANFORD AVE,Planned work being done on our equipment,1,2025-01-04 22:20:00+00:00,2025-01-04 22:12:44+00:00,2025-01-04 23:08:56+00:00,2025-01-04 23:30:00+00:00,2025-01-04 23:30:00+00:00,2025-01-04 22:16:43+00:00,South VI,48.476426,-123.391443,200069,2.425578064014259,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2533355,2507306.0,521980323,Chilliwack,45900 block WELLINGTON AVE,Under investigation,1,2025-01-04 23:10:00+00:00,2025-01-04 22:16:00+00:00,2025-01-05 00:55:16+00:00,2025-01-05 00:30:00+00:00,2025-01-05 00:30:00+00:00,2025-01-04 23:28:40+00:00,Lower Mainland,49.171519,-121.9528,202029,0.264510130427523,UNKNOWN202029,CHILLIWACK,SUBSTATION,IN SERVICE,49.17,-121.95
2533362,2507313.0,2072041405,Nakusp,"BENCH CREEK  HWY 6, MT SCAIA RADIO SITE",Under investigation,2,2025-01-05 01:00:00+00:00,2025-01-04 22:36:39+00:00,2025-01-05 03:04:32+00:00,,,2025-01-05 01:19:03+00:00,Okanagan/Kootenay,49.90809,-118.316474,200310,11.99328245023852,MONASHEE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.92,-118.15
2533364,2507315.0,725364552,Kamloops,"East of SCHUBERT DR, South of KOOTENAY WAY, West of CHIEF LOUIS WAY, North of CHILCOTIN RD",Under investigation,253,2025-01-04 23:45:00+00:00,2025-01-04 22:47:18+00:00,2025-01-05 00:55:16+00:00,2025-01-05 00:00:00+00:00,2025-01-05 00:00:00+00:00,2025-01-04 23:42:18+00:00,Thompson/Shuswap,50.703771,-120.338768,200282,3.673562560250091,BROCKLEHURST,KAMLOOPS,SUBSTATION,IN SERVICE,50.71,-120.39
2533385,2507334.0,848340027,Prince George,"North of 9TH AVE, East of ALWARD ST, West of LAURIER CRS, South of 8TH AVE",Under investigation,1,2025-01-05 01:40:00+00:00,2025-01-04 23:56:00+00:00,2025-01-05 02:18:21+00:00,,,2025-01-05 00:39:42+00:00,Central Interior,53.916654,-122.765462,200203,1.8755453946692386,PATRICIA,PRINCE GEORGE,SUBSTATION,IN SERVICE,53.9,-122.77
2533384,2507333.0,1812901382,Galiano Island,MONTAGUE TERMINAL,Tree down across our wires,1,2025-01-05 01:40:00+00:00,2025-01-04 23:57:20+00:00,2025-01-05 03:04:32+00:00,2025-01-05 02:30:00+00:00,2025-01-05 02:30:00+00:00,2025-01-05 02:09:50+00:00,South VI,48.892871,-123.425444,201840,0.4613685043816125,UNKNOWN201840,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.89,-123.43
2533387,2507336.0,1602896846,Nanaimo,3900 - 4000 block ROSS RD,Under investigation,9,2025-01-05 02:10:00+00:00,2025-01-05 00:00:00+00:00,2025-01-05 03:04:32+00:00,2025-01-05 02:30:00+00:00,2025-01-05 02:30:00+00:00,2025-01-05 02:06:24+00:00,North VI,49.215437,-124.013183,200045,2.9862298758750287,NORTHFIELD,NANAIMO,SUBSTATION,IN SERVICE,49.19,-124.0
